Timestep 0
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,333.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00

Timestep 1
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,-296847963947172600000000000000000000000000000000000000000000000000000000000000000000000000000000000.00
273.00,273.00,273.00,283.02,273.00,273.00,273.00,-61844168754981810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00,273.00,273.00,273.00,273.00,273.00,273.00,455.36
273.00,273.00,465.38,333.00,-74691736251998010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,-9209754846462729000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00,273.00,-95186297460055410000000000000000000000000000000000000000000000000000000000.00,273.00,273.00,-8501506875988764000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00
273.00,455.36,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,-132576490597597600000000000000000000000.00,273.00,273.00,-0.00
273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,181.82,273.00,273.00
273.00,273.00,273.00,273.00,90.64,273.00,455.36,273.00,273.00,-688875210688609500000000.00,273.00,273.00,273.00,273.00,273.00
